director,number_of_title,vote_average
Tyler Oliver,1,5.2
Tyler Perry,17,6.470588235294117
Tyler Shields,1,4.8
Tze Chun,1,5.6
Ubaldo Ragona|Sidney Salkow,1,6.4
Uberto Pasolini,1,7.2
Udayan Prasad,1,6.6
Uli Edel,6,5.8999999999999995
Ulrich Seidl,2,6.15
Ulu Grosbard,2,5.9
Umberto Lenzi,1,4.8
Urszula Antoniak,1,6.2
Uwe Boll,16,4.09375
Vadim Jean,2,6.550000000000001
Vadim Perelman,2,6.35
Val Guest,1,7.2
Val Guest|Ken Hughes|John Huston|Joseph McGrath|Robert Parrish,1,5.4
Valeri Milev,2,4.800000000000001
Valeria Golino,1,5.0
Valerie Breiman,1,2.3
ValÃ©rie Donzelli,2,6.199999999999999
ValÃ©rie Lemercier,1,5.0
Venus Keung Kwok-Man|Wong Jing,1,6.4
Vic Armstrong,2,4.55
Vic Sarin,2,5.2
Vicente Amorim,1,6.4
Vicky Jenson,1,5.1
Vicky Jenson|Andrew Adamson,1,5.4
Victor Cook,1,7.9
Victor Cook|Steve Loter|Don MacKinnon|Lisa Schaffer,1,5.5
Victor Cook|Tad Stones,1,6.7
Victor Gonzalez,1,6.3
Victor Levin,1,7.1
Victor Salva,5,5.9399999999999995
Victor Zarcoff,1,6.2
Vidhu Vinod Chopra,1,5.7
Vikram Bhatt,1,5.0
Vikram Gandhi,1,7.4
Vin Diesel,1,5.9
Vince Offer,1,3.2
Vincent Gallo,2,6.2
Vincent Garenq,2,6.25
Vincent Grashaw,1,6.7
Vincent McEveety,3,6.333333333333333
Vincent Ward,1,6.7
Vincenzo Natali,5,5.9799999999999995
Vipul Amrutlal Shah,2,5.75
Vittorio De Sica|Federico Fellini|Luchino Visconti|Mario Monicelli,1,6.5
Vlad Yudin,1,6.7
Vladimir Grammatikov,1,6.1
Volker SchlÃ¶ndorff,2,5.85
Vondie Curtis-Hall,2,7.0
VÃ­ctor GarcÃ­a,4,4.7
W.D. Hogan,1,3.3
W.D. Richter,1,6.2
Wagner de Assis,1,6.5
Wallace Wolodarsky,1,5.4
Wally Pfister,1,5.9
Walt Becker,5,5.62
Walt Dohrn,1,5.1
Walter Carvalho|Sandra Werneck,1,6.7
Walter Hill,17,6.1117647058823525
Walter Hill|Jack Sholder,1,4.7
Walter Murch,1,6.0
Walter Salles,2,5.4
Warren Beatty,3,6.133333333333333
Warren Beatty|Buck Henry,1,6.3
Wayne Blair,2,6.15
Wayne Kramer,4,6.175
Wayne Thornley,1,5.1
Wayne Wang,6,5.883333333333333
Wayne Wang|Paul Auster,1,6.8
Wei Tung,1,6.1
Wendy Apple,1,7.4
Werner Herzog,10,6.660000000000001
Werner Herzog|Dmitry Vasyukov,1,7.1
Wes Anderson,12,7.2250000000000005
Wes Anderson|Roman Coppola,1,6.9
Wes Ball,2,6.7
Wes Craven,19,5.863157894736843
Whit Stillman,3,6.533333333333334
Wil Shriner,1,5.4
Will Bakke,1,4.2
Will Canon,2,5.5
Will Finn|John Sanford,1,5.8
Will Geiger,1,5.1
Will Gluck,4,6.275
Will Lovelace|Dylan Southern,2,7.4
Will Meugniot|Dick Sebast,1,6.3
Will Slocombe,1,5.9
Will Yapp,1,7.2
Willard Carroll,1,6.7
Willard Huyck,2,4.35
Willard Huyck|Gloria Katz,1,6.9
William A. Graham,1,5.0
William Arntz|Betsy Chasse,1,5.9
William Brent Bell,3,5.066666666666666
William Butler,1,5.8
William Castle,2,4.95
William Crain,1,6.1
William Dear,7,5.785714285714286
William Eubank,2,5.4
William F. Claxton,1,5.7
William Friedkin,13,6.323076923076924
William Girdler,2,5.65
William H. Macy,1,7.1
William Heins,1,2.8
William Joyce|Brandon Oldenburg,1,7.4
William Kaufman,4,5.0
William Lau,6,6.5
William Lau|Terry Klassen,1,5.4
William Lau|Walter P. Martishius,1,6.3
William Lustig,3,5.2
William Maher,1,6.4
William Malone,3,4.5
William Monahan,2,4.9
William Peter Blatty,2,6.1
William Phillips,1,6.4
William R. Kowalchuk Jr.,2,6.25
William Shatner,2,5.75
William Wesley,1,6.0
William Wiard,1,5.2
William Wyler,3,6.966666666666666
Wilson Yip,1,6.9
Wim Wenders,6,6.383333333333333
Wojciech Smarzowski,1,6.8
Wolf Rilla,1,7.0
Wolfgang Murnberger,1,7.2
Wolfgang Petersen,9,6.300000000000001
Wolfgang Reitherman,5,7.1
Wong Jing,2,5.949999999999999
Wong Kar-wai,1,6.2
Woody Allen,45,6.444444444444443
Woody Allen|Francis Ford Coppola|Martin Scorsese,1,5.8
Wych Kaosayananda,2,4.5
WÅ‚adysÅ‚aw Pasikowski,1,5.6
Xan Cassavetes,1,4.6
Xavier Dolan,2,7.75
Xavier Gens,3,5.766666666666667
Xavier Giannoli,1,5.8
Xavier S. Puslowski,1,3.1
Y.K. Kim|Woo-sang Park,1,5.8
Yahoo Serious,1,4.2
Yam Laranas,1,5.7
Yang Yun-ho,1,6.6
Yann Arthus-Bertrand,1,7.8
Yann Demange,2,6.199999999999999
Yann Gonzalez,1,5.8
Yann Gozlan,1,5.5
Yann Moix,1,3.3
Yann Samuell,2,5.95
Yaron Zilberman,1,6.4
Yarrow Cheney|Bruno Dequier,1,7.8
Yasuhiro Aoki|Futoshi Higashide|Toshiyuki Kubooka|Hiroshi Morioka|Jong-Sik Nam|Shoujirou Nishimi,1,6.8
Yasuhiro Yoshiura,1,6.8
Yavar Abbas,1,6.0
Yoo Ha,1,5.8
Yoon-suk Choi|John Kafka,1,5.0
Yorgos Lanthimos,1,6.6
Yoshiaki Kawajiri,1,6.9
Yoshihiro Nakamura,1,7.3
Yoshihiro Nishimura,1,5.8
Yuen Woo-Ping,2,6.85
Yuri Chulyukin,1,5.8
Yusry Abdul Halim,1,4.5
Yves Simoneau,4,6.225
YÄ±lmaz ErdoÄŸan,1,7.2
Zach Braff,2,6.699999999999999
Zach Cregger|Trevor Moore,1,5.3
Zach Helm,1,5.9
Zach Ingrasci|Sean Leonard|Chris Temple,1,6.7
Zach Lipovsky,2,4.4
Zachary Donohue,1,5.9
Zachary Heinzerling,1,7.3
Zachary Sluser,1,5.0
Zack Parker,1,6.1
Zack Snyder,6,6.566666666666667
Zackary Adler,2,5.35
Zak Hilditch,1,6.1
Zak Knutson,1,7.7
Zak Levitt,1,8.0
Zak Penn,1,6.7
Zal Batmanglij,2,6.0
Zalman King,3,4.433333333333333
Zana Briski|Ross Kauffman,1,6.4
Zatella Beatty,1,7.2
Zeke Norton,2,5.9
Zev Berman,1,5.3
Zhao Lin-Shan,1,5.6
Ziad Doueiri,1,5.8
Zoe R. Cassavetes,1,6.6
ÃdÃ¡m CsÃ¡szi,1,7.2
Ãlex de la Iglesia,4,6.025
Ãlvaro de ArmiÃ±Ã¡n,1,4.6
Ã–zgÃ¼r Yildirim,1,6.3
Ã‡aÄŸan Irmak,1,8.2
Ã‰mile Gaudreault,1,5.2
Ã‰ric Besnard,1,5.1
Ã‰tienne Chatiliez,3,6.7
Ã€lex Pastor|David Pastor,1,5.7
